epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.4555356204509735,0.6950299143791199,0.4940796494483948,0.6937494277954102
1,0.5125074982643127,0.6932446360588074,0.4940796494483948,0.6938551664352417
2,0.5126271843910217,0.6923007965087891,0.4940796494483948,0.6901069283485413
3,0.7496110200881958,0.637445867061615,0.7502691149711609,0.6030020713806152
4,0.8001196980476379,0.5469847321510315,0.7987082600593567,0.5224609971046448
5,0.8294434547424316,0.4830521047115326,0.8310011029243469,0.46640411019325256
6,0.8495511412620544,0.4408929944038391,0.8417653441429138,0.44158440828323364
7,0.8578097224235535,0.4193686544895172,0.8503767251968384,0.4256599247455597
8,0.8602034449577332,0.4106115698814392,0.8525295853614807,0.4199292063713074
9,0.8561340570449829,0.41386401653289795,0.8579117059707642,0.4100379943847656
10,0.8499102592468262,0.42128103971481323,0.8557589054107666,0.4133036732673645
11,0.8485936522483826,0.4215415120124817,0.8363832235336304,0.44054341316223145
12,0.8385397791862488,0.43432384729385376,0.8471474647521973,0.4239313304424286
13,0.8302812576293945,0.4463365077972412,0.8589881658554077,0.40936794877052307
14,0.8623578548431396,0.3964177072048187,0.8536060452461243,0.4083251357078552
15,0.8507480621337891,0.40739181637763977,0.8643702864646912,0.3808957040309906
16,0.8537402749061584,0.3927113115787506,0.8955866694450378,0.3297683298587799
17,0.8664273023605347,0.36565953493118286,0.8740581274032593,0.3524473011493683
18,0.8764811754226685,0.3403015732765198,0.8891280889511108,0.3203013241291046
19,0.8414123058319092,0.3954485058784485,0.7987082600593567,0.6042324900627136
20,0.8111310601234436,0.5256937146186829,0.8449946045875549,0.42916181683540344
21,0.855056881904602,0.387565016746521,0.905274510383606,0.3054977059364319
22,0.7934170961380005,0.46460917592048645,0.7793326377868652,0.48026353120803833
23,0.7948533892631531,0.4549092948436737,0.8223896622657776,0.42463675141334534
24,0.813883900642395,0.42517945170402527,0.834230363368988,0.4045400321483612
25,0.818192720413208,0.41466790437698364,0.8353067636489868,0.3985593914985657
26,0.8195092678070068,0.40959128737449646,0.8374596238136292,0.3933650255203247
27,0.8202273845672607,0.40571317076683044,0.8385360836982727,0.39043372869491577
28,0.8229802250862122,0.4010799527168274,0.8493003249168396,0.37512269616127014
29,0.8357869386672974,0.3840014636516571,0.8568353056907654,0.36354494094848633
30,0.8590065836906433,0.35090959072113037,0.8880516886711121,0.3180488049983978
31,0.8787552118301392,0.32109642028808594,0.898815929889679,0.2974764406681061
32,0.8864153027534485,0.3069963753223419,0.8998923301696777,0.2901730537414551
33,0.8872531652450562,0.30336636304855347,0.8998923301696777,0.28737661242485046
34,0.8874925374984741,0.3013966977596283,0.9009687900543213,0.2838546633720398
35,0.8878515958786011,0.29968300461769104,0.9009687900543213,0.28236058354377747
36,0.888330340385437,0.2979949116706848,0.9009687900543213,0.2812345027923584
37,0.888689398765564,0.29660922288894653,0.9009687900543213,0.2802179157733917
38,0.888450026512146,0.29677653312683105,0.8977395296096802,0.28801479935646057
39,0.8879712820053101,0.297524631023407,0.8977395296096802,0.2876293659210205
40,0.888330340385437,0.29608261585235596,0.8977395296096802,0.2872524559497833
41,0.8879712820053101,0.29645970463752747,0.9009687900543213,0.2780638337135315
42,0.888210654258728,0.29524707794189453,0.9009687900543213,0.2775871157646179
43,0.8879712820053101,0.2950606048107147,0.9020451903343201,0.2772265374660492
44,0.888210654258728,0.29381465911865234,0.9020451903343201,0.2767573893070221
45,0.888090968132019,0.29357266426086426,0.9009687900543213,0.27818530797958374
46,0.8877319097518921,0.2941376268863678,0.8977395296096802,0.28313443064689636
47,0.8868940472602844,0.2950578033924103,0.8945102095603943,0.28725117444992065
48,0.883901834487915,0.2999405860900879,0.8934338092803955,0.2890198230743408
49,0.8833034038543701,0.30033981800079346,0.8934338092803955,0.2887727916240692
50,0.8835427761077881,0.29995420575141907,0.8934338092803955,0.2886507213115692
51,0.8829443454742432,0.3008778989315033,0.8934338092803955,0.2884414792060852
52,0.8813883662223816,0.30282649397850037,0.8934338092803955,0.2885814905166626
53,0.8824656009674072,0.3013690114021301,0.8934338092803955,0.28822949528694153
54,0.8803111910820007,0.30432966351509094,0.892357349395752,0.289404034614563
